53;arms_factory;2534.00;10.15;1077.00;1.74;0
53;arms_factory;2531.00;10.40;1080.00;4.40;0
53;arms_factory;2527.00;10.55;1113.00;0.79;0
53;arms_factory;2523.00;10.38;1085.00;4.91;0
53;arms_factory;2525.00;10.57;1087.00;5.01;0
53;arms_factory;2517.00;10.65;1111.00;2.85;0
53;industrial_complex;2516.00;10.65;1114.00;5.52;0
53;industrial_complex;2527.00;10.60;1100.00;0.79;0
53;industrial_complex;2513.00;10.50;1116.00;4.91;0
53;industrial_complex;2504.00;10.90;1119.00;1.29;0
53;industrial_complex;2526.00;10.75;1092.00;5.42;0
53;industrial_complex;2538.00;10.23;1092.00;5.52;0
53;air_base;2534.00;10.32;1094.00;3.36;0
53;supply_node;2520.00;10.05;1072.00;5.84;0
53;supply_node;2508.00;10.82;1116.00;3.59;0
53;supply_node;2543.00;10.12;1079.00;5.07;0
53;supply_node;2513.00;10.57;1096.00;1.73;0
53;supply_node;2521.00;10.25;1082.00;5.77;0
53;supply_node;2538.00;10.18;1108.00;0.96;0
53;supply_node;2528.00;10.43;1123.00;3.90;0
53;supply_node;2518.00;10.32;1128.00;0.20;0
53;supply_node;2536.00;10.25;1092.00;3.14;0
53;supply_node;2519.00;10.57;1117.00;6.07;0
53;supply_node;2530.00;10.35;1113.00;2.37;0
53;supply_node;2516.00;10.80;1108.00;5.31;0
53;supply_node;2527.00;10.60;1103.00;0.50;0
53;supply_node;2523.00;10.55;1093.00;4.54;0
53;supply_node;2546.00;10.28;1089.00;1.20;0
53;supply_node;2505.00;10.12;1089.00;2.68;0
53;supply_node;2532.00;10.53;1082.00;0.43;0
53;supply_node;2512.00;10.05;1081.00;1.91;0
53;supply_node;2530.00;9.88;1073.00;4.85;0
53;naval_base;2550.00;9.70;1080.00;-4.47;25615
53;naval_base;2511.00;9.50;1078.00;-1.57;27461
53;naval_base;2540.00;9.88;1112.00;-4.39;27080
53;naval_base;2528.00;9.50;1068.00;0.46;28678
53;naval_base;2547.00;9.95;1093.00;-4.25;25615
53;naval_base;2505.00;9.50;1086.00;-0.79;27461
53;naval_base;2525.00;9.50;1067.00;0.67;28678
