1;3499;9.900000;776;small
2;2431;9.900000;982;small
3;2268;9.900000;561;small
4;1411;9.900000;1552;small
5;4673;9.900000;994;small
6;3387;9.900000;1123;small
7;1413;9.900000;1347;small
8;3287;9.900000;854;small
9;3678;9.900000;1084;small
10;1528;9.900000;1308;small
11;3200;9.900000;1002;small
12;3766;9.900000;1066;small
13;2365;9.900000;1331;small
14;2227;9.900000;636;small
15;2563;9.900000;853;small
16;4121;9.900000;1419;small
17;4070;9.900000;2032;small
18;2622;9.900000;1204;small
19;2769;9.900000;715;small
20;2702;9.900000;1413;small
21;1955;9.900000;1549;small
22;3995;9.900000;625;small
23;2938;9.900000;1650;small
24;3832;9.900000;474;small
25;1877;9.900000;1234;small
26;1856;9.900000;1881;small
27;2434;9.900000;1799;small
28;2919;9.900000;1720;small
29;2121;9.900000;1629;small
30;1979;9.900000;1355;small
31;3230;9.900000;1404;small
32;4353;9.900000;1495;small
33;2732;9.900000;1286;small
34;3085;9.900000;1481;small
35;2366;9.900000;1203;small
36;3643;9.900000;1916;small
37;1652;9.900000;1655;small
38;4085;9.900000;670;small
39;2219;9.900000;100;small
40;2525;9.900000;1876;small
41;4951;9.900000;1088;small
42;3852;9.900000;690;small
43;2774;9.900000;117;small
44;2218;9.900000;573;small
45;4046;9.900000;1682;small
46;4683;9.900000;1123;small
47;3371;9.900000;56;small
48;1085;9.900000;1458;small
49;2374;9.900000;100;small
50;2576;9.900000;589;small
51;3323;9.900000;580;small
52;3684;9.900000;88;small
53;1141;9.900000;1148;small
54;2099;9.900000;1849;small
55;3808;9.900000;203;small
56;2834;9.900000;1861;small
57;2913;9.900000;1935;small
58;2086;9.900000;201;small
59;1897;9.900000;686;small
60;2910;9.900000;65;small
61;4429;9.900000;838;small
62;4651;9.900000;1641;small
63;2180;9.900000;1825;small
64;4109;9.900000;431;small
65;3378;9.900000;1234;small
66;1638;9.900000;1878;small
67;2658;9.900000;1867;small
68;2362;9.900000;1636;small
69;2482;9.900000;1173;small
70;3282;9.900000;693;small
71;1899;9.900000;1070;small
72;3504;9.900000;1211;small
73;1263;9.900000;1600;small
74;1365;9.900000;1291;small
75;2511;9.900000;1737;small
76;3972;9.900000;1490;small
77;3444;9.900000;738;small
78;3969;9.900000;1302;small
79;1282;9.900000;1275;small
80;3717;9.900000;823;small
81;3172;9.900000;812;small
82;1992;9.900000;1901;small
83;4058;9.900000;1506;small
84;2036;9.900000;1763;small
85;4541;9.900000;1312;small
86;2579;9.900000;1501;small
87;4540;9.900000;1461;small
88;1780;9.900000;1492;small
89;1234;9.900000;1373;small
90;2509;9.900000;1812;small
91;1964;9.900000;1271;small
92;2086;9.900000;276;small
93;2801;9.900000;1530;small
94;1985;9.900000;546;small
95;1660;9.900000;1088;small
96;1155;9.900000;1116;small
97;1451;9.900000;1796;small
98;2171;9.900000;1206;small
99;4446;9.900000;1468;small
100;2520;9.900000;585;small
101;3861;9.900000;1550;small
102;2480;9.900000;1135;small
103;2759;9.900000;1673;small
104;4659;9.900000;1521;small
105;1584;9.900000;1714;small
106;2645;9.900000;1474;small
107;2169;9.900000;1332;small
108;2264;9.900000;505;small
109;2866;9.900000;1695;small
110;2326;9.900000;503;small
111;3735;9.900000;532;small
112;2951;9.900000;79;small
113;1326;9.900000;1497;small
114;1824;9.900000;1561;small
115;3377;9.900000;707;small
116;1843;9.900000;178;small
117;1244;9.900000;1418;small
118;2238;9.900000;1745;small
119;1678;9.900000;42;small
120;3461;9.900000;1892;small
121;555;9.900000;1357;small
122;5409;9.900000;1342;small
123;621;9.900000;68;small
124;478;9.900000;495;small
125;3096;9.900000;157;small
126;5118;9.900000;1585;small
127;1039;9.900000;1410;small
128;2785;9.900000;1131;small
129;5546;9.900000;1912;small
130;2938;9.900000;1921;small
131;5186;9.900000;344;small
132;3851;9.900000;243;small
133;1491;9.900000;307;small
134;168;9.900000;1229;small
135;1357;9.900000;133;small
136;3906;9.900000;1242;small
137;1742;9.900000;471;small
138;4618;9.900000;611;small
139;871;9.900000;703;small
140;5524;9.900000;1167;small
141;745;9.900000;1052;small
142;4417;9.900000;71;small
143;261;9.900000;1044;small
144;4829;9.900000;1394;small
145;1470;9.900000;1879;small
146;1957;9.900000;828;small
147;1820;9.900000;157;small
148;62;9.900000;1945;small
149;3822;9.900000;1744;small
150;4540;9.900000;396;small
151;2143;9.900000;242;small
152;4244;9.900000;1822;small
153;5204;9.900000;1260;small
154;3155;9.900000;1685;small
